origin_zone_id,destination_zone_id,base_demand,distance_km,source_flow
140,170,0.031696,10.0668,30890.217157
132,133,0.031645,5.57,30841.218586
161,130,0.031632,10.0669,30828.586978
150,179,0.03161,10.0667,30806.427263
129,152,0.031335,17.62,30538.920459
138,141,0.031312,16.7095,30516.365201
160,130,0.031178,8.392,30385.622063
159,179,0.031168,12.4653,30376.131939
143,161,0.030983,12.4582,30195.492977
139,153,0.030746,22.4539,29964.204914
138,159,0.030718,7.9034,29937.510676
160,142,0.030709,12.4619,29928.496423
129,162,0.030694,18.6957,29913.798142
149,152,0.030681,16.7095,29901.551637
108,139,0.030593,10.0881,29815.158541
153,129,0.03049,22.9693,29714.852515
153,159,0.030461,22.4537,29687.236852
142,179,0.03035,12.4762,29578.251041
153,179,0.030349,13.9316,29577.81421
150,178,0.030316,8.3918,29545.809907
179,131,0.030304,13.9654,29534.084613
152,130,0.030184,12.462,29417.122837
182,141,0.030177,26.3163,29409.906797
139,158,0.030083,7.9034,29318.252344
178,129,0.02996,15.0645,29198.44111
120,152,0.029893,10.0565,29133.127099
179,149,0.029765,13.9467,29008.774494
160,179,0.029618,7.8913,28864.96048
153,160,0.029595,16.941,28842.740393
99,109,0.029585,2.8017,28832.644763
159,177,0.029542,5.6029,28791.512259
170,159,0.029371,11.4853,28624.343245
140,168,0.029052,10.0773,28313.491436
132,170,0.02898,12.4763,28243.927581
183,140,0.028838,17.8967,28104.816784
179,132,0.028808,15.0254,28076.215837
153,170,0.028805,12.458,28072.637948
177,139,0.028469,11.206,27745.30679
153,139,0.028345,22.4539,27624.264728
133,143,0.028339,2.7847,27618.979654
117,159,0.028338,12.5216,27617.56117
162,130,0.028293,13.9394,27573.885634
129,158,0.028237,10.0879,27519.822417
171,170,0.028104,5.5698,27389.870173
158,169,0.028089,11.4862,27375.52806
130,142,0.028054,11.4847,27341.411394
183,159,0.028046,10.0876,27333.503659
149,178,0.027986,10.0772,27275.100517
163,169,0.02798,16.9408,27268.455126
140,121,0.027945,12.4621,27234.833455
97,140,0.02772,20.1243,27016.009595
138,151,0.027637,16.9423,26934.347765
168,131,0.027597,15.7889,26895.928801
151,168,0.027422,12.4655,26725.437578
151,178,0.027372,10.0667,26676.221166
156,141,0.027335,28.4076,26640.170878
138,148,0.027219,2.8057,26527.575116
108,118,0.027139,6.2358,26449.120424
141,143,0.027093,11.1399,26404.635775
160,132,0.026916,13.9394,26231.62242
139,152,0.026904,16.9417,26220.129458
163,121,0.026891,12.4614,26207.809477
160,152,0.026846,11.4845,26164.142178
149,162,0.026845,16.9416,26162.597907
140,179,0.026842,12.4912,26159.873485
108,141,0.026778,18.7016,26097.572898
108,109,0.026772,5.57,26091.312693
156,151,0.026471,27.9894,25798.510003
139,109,0.026403,8.4048,25732.377323
141,118,0.026394,12.4658,25722.817227
182,151,0.026317,24.9381,25648.454657
130,152,0.026308,12.462,25639.682569
170,139,0.026263,13.9468,25595.637202
179,139,0.026052,15.7888,25390.248107
109,132,0.025996,17.6204,25334.984664
177,161,0.025943,12.4653,25283.821407
172,132,0.025654,12.4612,25001.680649
158,160,0.025602,11.1394,24951.002928
141,120,0.025499,5.5863,24851.308958
168,148,0.025465,7.9033,24818.126962
160,153,0.02546,16.941,24813.293613
171,163,0.025361,6.2281,24716.016854
131,170,0.025338,11.1724,24694.150966
109,159,0.025286,14.0078,24643.716311
176,150,0.025209,13.9542,24567.875114
99,140,0.025198,12.5068,24557.688793
132,179,0.025059,15.0254,24421.95078
172,161,0.025058,11.4834,24421.477742
140,109,0.025051,10.0776,24414.076541
130,169,0.025038,11.1892,24402.047097
188,159,0.024755,15.8122,24125.800748
120,161,0.024749,11.1725,24119.843831
152,171,0.024586,5.5777,23960.941409
151,163,0.024177,11.4835,23562.130754
138,158,0.024081,5.6114,23469.384885
118,117,0.024055,5.5699,23443.415451
118,158,0.024049,12.5216,23437.623231
120,139,0.023925,12.4658,23316.568876
109,99,0.023624,2.8017,23024.106349
97,150,0.023601,21.8112,23000.811632
121,130,0.023488,11.4848,22891.100361
168,142,0.023474,18.6955,22877.358507
183,141,0.023349,21.7969,22755.760054
119,130,0.02334,2.7974,22747.308953
163,139,0.023271,22.969,22679.386397
121,120,0.023183,5.57,22593.389425
121,133,0.023062,6.2283,22475.532573
129,121,0.023054,16.9421,22467.810608
150,121,0.023049,13.9396,22463.552356
120,153,0.023032,13.932,22446.862325
121,129,0.022952,16.9421,22368.217285
140,178,0.022894,11.1891,22312.605888
99,150,0.022884,15.0649,22302.415423
153,130,0.022775,17.6175,22196.479852
117,148,0.02276,8.4173,22181.427742
168,153,0.022706,22.9688,22129.180089
168,132,0.022631,20.1051,22055.976504
182,159,0.022626,13.9616,22051.264219
132,118,0.022521,16.9421,21948.184096
163,171,0.022421,6.2281,21851.49285
176,159,0.022364,7.9032,21796.013113
162,178,0.022257,12.4616,21691.312503
140,158,0.022215,12.4693,21650.391799
151,118,0.022159,13.9471,21596.023966
170,129,0.022113,15.7889,21551.181798
99,118,0.02209,5.6033,21528.167619
161,168,0.022032,11.4853,21472.216581
182,149,0.022031,15.8123,21471.364874
148,168,0.021992,7.9033,21433.376303
149,109,0.021992,11.2063,21433.370444
117,131,0.021961,16.9427,21402.527416
168,130,0.021869,12.5064,21313.239505
109,108,0.021794,5.57,21240.421516
109,142,0.021767,18.6961,21213.522186
130,153,0.021691,17.6175,21139.4456
140,148,0.021682,11.4865,21130.653651
60,140,0.021641,23.0787,21090.638258
131,143,0.021529,11.4837,20981.801187
130,162,0.021438,13.9394,20893.37116
161,171,0.021374,6.2299,20830.84557
168,162,0.021371,16.9414,20828.338718
168,170,0.021364,11.1394,20820.592637
169,118,0.02106,15.0646,20524.693703
179,129,0.021025,17.8805,20490.542051
108,117,0.020889,2.8058,20357.784758
161,121,0.020836,12.4764,20306.927321
151,171,0.020751,7.8855,20223.924551
183,188,0.020737,6.2372,20210.127326
152,133,0.020582,7.8797,20058.979556
150,158,0.020575,11.4864,20052.043293
161,143,0.020532,12.4582,20009.876129
169,177,0.020339,6.2336,19822.541504
109,169,0.020329,17.6961,19812.500641
118,168,0.020296,14.0077,19780.684814
129,170,0.020254,15.7889,19739.200915
161,163,0.020221,11.1397,19706.801097
121,160,0.020206,15.7772,19692.86904
170,130,0.020132,12.4913,19620.52765
183,151,0.02011,20.114,19598.72274
171,132,0.020095,11.1556,19583.940914
141,178,0.020066,12.4912,19555.761569
99,129,0.019934,8.4049,19427.141664
163,159,0.019932,22.2791,19425.301069
120,162,0.019728,12.4764,19226.198652
177,129,0.019661,14.0075,19161.204124
149,179,0.019627,13.9467,19128.119863
