zone_id,name,centroid_x,centroid_y,population_proxy,jobs_proxy,poi_count,zone_type
26,NIR1 full SPb zone 26,3.049576436793941,6.0559192017673045,96.57841333793476,1.0,1,mixed
27,NIR1 full SPb zone 27,3.1189345244712023,7.446844151831698,4163.609338923471,13.0,13,mixed
28,NIR1 full SPb zone 28,3.1883280496257647,8.837776232070057,270.0809792418375,3.0,3,mixed
29,NIR1 full SPb zone 29,3.2577569594216476,10.228715435451129,4479.69055296399,61.0,61,mixed
30,NIR1 full SPb zone 30,3.327221200993634,11.619661754920847,0.0,1.0,1,inactive_or_water
31,NIR1 full SPb zone 31,3.396720721447666,13.010615183402319,0.0,1.0,1,inactive_or_water
32,NIR1 full SPb zone 32,3.466255467860261,14.401575713797472,0.0,1.0,1,inactive_or_water
33,NIR1 full SPb zone 33,3.5358253872793575,15.792543338985181,12690.622623479489,168.0,168,mixed
34,NIR1 full SPb zone 34,3.6054304267235566,17.18351805182267,1653.0595012701365,6.0,6,mixed
35,NIR1 full SPb zone 35,3.749199693164861,6.021306389303645,335.6802493439208,1.0,1,mixed
36,NIR1 full SPb zone 36,3.81750607792972,7.412265872138552,23998.416949883867,218.0,218,mixed
37,NIR1 full SPb zone 37,3.8858473680042662,8.803232590484432,73.93410337944421,2.0,2,mixed
38,NIR1 full SPb zone 38,3.9542235113536006,10.194206537202932,24397.45830244588,303.0,303,mixed
